Wall time,Step,Value
1593398773.7820346,8901,nan
1593398939.836233,9001,nan
1593399107.3249443,9101,nan
1593399274.0673857,9201,nan
1593399440.5659354,9301,nan
1593399606.8761604,9401,nan
1593399773.222633,9501,nan
1593399940.356287,9601,nan
1593400106.5963135,9701,nan
1593400274.2178183,9801,nan
1593400440.4829357,9901,nan
1593400607.781906,10001,nan
1593400774.3329813,10101,nan
1593400941.2249005,10201,nan
1593401108.8785205,10301,nan
1593401276.2743206,10401,nan
1593401443.1924691,10501,nan
1593401610.934423,10601,nan
1593401778.871429,10701,nan
1593401946.017607,10801,nan
1593402112.1022477,10901,nan
1593402278.7292533,11001,nan
1593402445.6260755,11101,nan
1593402612.3125112,11201,nan
1593402779.8950615,11301,nan
1593402947.5372405,11401,nan
1593403114.3131804,11501,nan
1593403281.4100814,11601,nan
1593403448.8716412,11701,nan
1593403616.035322,11801,nan
1593403783.043443,11901,nan
1593403950.2005963,12001,nan
1593404131.1011024,12101,nan
1593404298.289626,12201,nan
1593404465.2525387,12301,nan
1593404633.6248903,12401,nan
1593404801.8915436,12501,nan
1593404968.71388,12601,nan
1593405135.1472642,12701,nan
1593405303.1828165,12801,nan
1593405470.647772,12901,nan
1593405638.2184691,13001,nan
1593405806.497467,13101,nan
1593405973.769804,13201,nan
1593406140.6286013,13301,nan
1593406307.1266181,13401,nan
1593406474.1615689,13501,nan
1593406642.5177774,13601,nan
1593406809.049946,13701,nan
1593406976.881992,13801,nan
1593407144.3233402,13901,nan
1593407311.1885996,14001,nan
1593407478.232423,14101,nan
1593407645.320566,14201,nan
1593407812.3805082,14301,nan
1593407980.1104617,14401,nan
1593408146.295845,14501,nan
1593408312.738781,14601,nan
1593408479.6711993,14701,nan
1593408646.3910782,14801,nan
1593408812.8876472,14901,nan
1593408979.6165981,15001,nan
1593409146.9455316,15101,nan
1593409313.217572,15201,nan
1593409481.2890282,15301,nan
1593409647.4142766,15401,nan
1593409814.0043147,15501,nan
1593409980.578492,15601,nan
1593410148.89061,15701,nan
1593410315.5317354,15801,nan
1593410483.4767098,15901,nan
1593410650.3336673,16001,nan
1593410831.4802268,16101,nan
1593410997.7779055,16201,nan
1593411164.018886,16301,nan
1593411331.4046998,16401,nan
1593411498.2510562,16501,nan
1593411666.113202,16601,nan
1593411833.529694,16701,nan
1593412002.1111493,16801,nan
1593412169.59063,16901,nan
1593412337.3356347,17001,nan
1593412504.9867535,17101,nan
1593412672.7639751,17201,nan
1593412842.1461818,17301,nan
1593413008.657364,17401,nan
1593413176.203333,17501,nan
1593413342.8568518,17601,nan
1593413509.5223234,17701,nan
1593413676.5183842,17801,nan
1593413843.8094869,17901,nan
1593414010.0268378,18001,nan
1593414177.025096,18101,nan
1593414344.685418,18201,nan
1593414513.2828019,18301,nan
1593414680.627007,18401,nan
1593414848.3086321,18501,nan
1593415015.680466,18601,nan
1593415183.5646875,18701,nan
1593415351.0764048,18801,nan
1593415518.800105,18901,nan
1593415686.4820905,19001,nan
1593415853.8626885,19101,nan
1593416021.8925028,19201,nan
1593416189.1800678,19301,nan
1593416356.2309427,19401,nan
1593416523.6722653,19501,nan
1593416690.7013314,19601,nan
1593416857.3144484,19701,nan
1593417024.4122825,19801,nan
1593417191.5997605,19901,nan
1593417359.8062027,20001,nan
1593417541.7218876,20101,nan
1593417709.9118886,20201,nan
1593417876.7777965,20301,nan
1593418043.8830826,20401,nan
1593418210.7423174,20501,nan
1593418377.6634321,20601,nan
1593418544.2248738,20701,nan
1593418711.0790744,20801,nan
1593418878.6692643,20901,nan
1593419044.5802984,21001,nan
1593419210.988059,21101,nan
1593419377.7765331,21201,nan
1593419544.9162447,21301,nan
1593419711.323846,21401,nan
1593419877.8782814,21501,nan
1593420045.3779848,21601,nan
1593420212.7297196,21701,nan
1593420380.1521502,21801,nan
1593420546.9857922,21901,nan
1593420714.2089489,22001,nan
1593420882.811898,22101,nan
1593421049.5970104,22201,nan
1593421217.5315256,22301,nan
1593421384.3300498,22401,nan
1593421550.7844524,22501,nan
1593421718.1827192,22601,nan
1593421885.416056,22701,nan
1593422053.559379,22801,nan
1593422221.2349849,22901,nan
1593422387.8906763,23001,nan
1593422554.8146608,23101,nan
1593422722.2039,23201,nan
1593422889.5742376,23301,nan
1593423056.8676937,23401,nan
1593423223.293179,23501,nan
1593423389.6619756,23601,nan
1593423556.759751,23701,nan
1593423724.3799555,23801,nan
1593423891.2563245,23901,nan
1593424058.1504304,24001,nan
1593424239.8702993,24101,nan
1593424407.6916087,24201,nan
1593424574.766744,24301,nan
1593424741.9042163,24401,nan
1593424908.514351,24501,nan
1593425075.9807408,24601,nan
1593425242.5605378,24701,nan
1593425411.0578604,24801,nan
1593425578.5801327,24901,nan
1593425745.663519,25001,nan
1593425913.3626473,25101,nan
1593426080.2104397,25201,nan
1593426246.4290323,25301,nan
1593426413.70852,25401,nan
1593426581.784892,25501,nan
1593426748.5919852,25601,nan
1593426916.476236,25701,nan
1593427084.9577422,25801,nan
1593427252.7215264,25901,nan
1593427419.2714834,26001,nan
1593427587.3219106,26101,nan
1593427754.1566126,26201,nan
1593427922.3080292,26301,nan
1593428089.193347,26401,nan
1593428255.8821256,26501,nan
1593428422.7155113,26601,nan
1593428590.5739686,26701,nan
1593428757.6494555,26801,nan
1593428925.6259995,26901,nan
1593429093.0407162,27001,nan
1593429260.793811,27101,nan
1593429427.9376576,27201,nan
1593429594.3491485,27301,nan
1593429762.1235595,27401,nan
1593429929.5241644,27501,nan
1593430096.5355585,27601,nan
1593430263.4746692,27701,nan
1593430430.612169,27801,nan
1593430598.776867,27901,nan
1593430765.8837812,28001,nan
1593430947.5502336,28101,nan
1593431114.6671255,28201,nan
1593431281.9298365,28301,nan
1593431449.925997,28401,nan
1593431617.3259532,28501,nan
1593431784.3372645,28601,nan
1593431951.0495198,28701,nan
1593432118.1070814,28801,nan
1593432285.8292487,28901,nan
1593432452.9795797,29001,nan
1593432620.1758754,29101,nan
1593432787.1046636,29201,nan
1593432954.5826538,29301,nan
1593433122.5253336,29401,nan
1593433289.761791,29501,nan
1593433457.7194202,29601,nan
1593433625.815088,29701,nan
1593433793.2243123,29801,nan
1593433960.5034912,29901,nan
1593434128.6317227,30001,nan
1593434295.6957173,30101,nan
1593434461.8871284,30201,nan
1593434628.7748678,30301,nan
1593434796.0240088,30401,nan
1593434962.699722,30501,nan
1593435128.1487746,30601,nan
1593435293.4800603,30701,nan
1593435459.4556088,30801,nan
1593435625.4613643,30901,nan
1593435791.4897466,31001,nan
1593435957.2437892,31101,nan
1593436122.9168859,31201,nan
1593436288.9912255,31301,nan
1593436455.2522771,31401,nan
1593436620.6211805,31501,nan
1593436786.3442523,31601,nan
1593436952.1125178,31701,nan
1593437118.0747313,31801,nan
1593437283.770409,31901,nan
1593437449.2326143,32001,nan
1593437629.1660297,32101,nan
1593437794.8811042,32201,nan
1593437960.8870237,32301,nan
1593438130.1137948,32401,nan
1593438296.0835361,32501,nan
1593438461.6774087,32601,nan
1593438627.3950598,32701,nan
1593438793.1477318,32801,nan
1593438958.850268,32901,nan
1593439124.8385906,33001,nan
1593439290.4722254,33101,nan
1593439456.2536604,33201,nan
1593439621.5097778,33301,nan
1593439787.1484196,33401,nan
1593439952.8085067,33501,nan
1593440118.5486379,33601,nan
1593440284.2228906,33701,nan
1593440450.2452948,33801,nan
1593440615.7780578,33901,nan
1593440781.8070207,34001,nan
1593440947.7411447,34101,nan
1593441113.3883421,34201,nan
1593441279.0853522,34301,nan
1593441444.6421678,34401,nan
1593441610.262832,34501,nan
1593441776.073852,34601,nan
1593441941.9378943,34701,nan
1593442108.034918,34801,nan
1593442274.0582423,34901,nan
1593442439.750298,35001,nan
1593442605.5336297,35101,nan
1593442771.005443,35201,nan
1593442936.9403899,35301,nan
1593443102.8765743,35401,nan
1593443268.7027774,35501,nan
1593443434.3672416,35601,nan
1593443600.186827,35701,nan
1593443766.0273352,35801,nan
1593443931.444895,35901,nan
1593444096.7872767,36001,nan
1593444276.8151333,36101,nan
1593444442.5541751,36201,nan
1593444608.3355033,36301,nan
1593444774.3160203,36401,nan
1593444939.806794,36501,nan
1593445106.1113164,36601,nan
1593445271.5322926,36701,nan
1593445437.5715268,36801,nan
1593445603.1942754,36901,nan
1593445769.0490186,37001,nan
1593445935.0391011,37101,nan
1593446100.7039742,37201,nan
1593446266.7416077,37301,nan
1593446432.089362,37401,nan
1593446598.0760918,37501,nan
1593446764.0947769,37601,nan
1593446929.63613,37701,nan
1593447095.5137095,37801,nan
1593447261.0677981,37901,nan
1593447427.311108,38001,nan
1593447592.8059275,38101,nan
1593447758.8971112,38201,nan
1593447923.8728616,38301,nan
1593448089.056751,38401,nan
1593448254.825354,38501,nan
1593448420.510184,38601,nan
1593448586.429318,38701,nan
1593448752.160964,38801,nan
1593448918.0765338,38901,nan
1593449084.257734,39001,nan
1593449249.7439337,39101,nan
1593449415.3200834,39201,nan
1593449581.1507163,39301,nan
1593449746.8653579,39401,nan
1593449912.5053327,39501,nan
1593450077.5595086,39601,nan
1593450243.0314722,39701,nan
1593450409.2023351,39801,nan
1593450575.3557732,39901,nan
1593450741.7573707,40001,nan
1593450922.04609,40101,nan
1593451087.9897666,40201,nan
1593451253.8423924,40301,nan
1593451419.6202512,40401,nan
1593451585.44082,40501,nan
1593451751.4921956,40601,nan
1593451918.1693919,40701,nan
1593452083.6870756,40801,nan
1593452248.8368068,40901,nan
1593452413.8160567,41001,nan
1593452579.374204,41101,nan
1593452744.6191254,41201,nan
1593452909.7131953,41301,nan
1593453075.5747738,41401,nan
1593453241.0963304,41501,nan
1593453407.0109224,41601,nan
1593453572.7411706,41701,nan
1593453738.3918018,41801,nan
1593453903.7998388,41901,nan
1593454069.459237,42001,nan
1593454234.9143279,42101,nan
1593454400.95305,42201,nan
1593454566.8894196,42301,nan
1593454732.5823243,42401,nan
1593454898.144028,42501,nan
1593455063.5815043,42601,nan
1593455229.6559324,42701,nan
